iter	RMSE
872	29.2471891
873	29.2471678
874	29.2471678
875	29.2471678
876	29.2471678
877	29.24713509
878	29.24708349
879	29.24697661
880	29.24694112
881	29.24694112
882	29.24624837
883	29.2462271
884	29.2462024
885	29.2462024
886	29.24616992
887	29.2458529
888	29.24582396
889	29.24549215
890	29.24547604
891	29.24515282
892	29.24511921
893	29.24511921
894	29.24511921
895	29.24511921
896	29.24509029
897	29.24432441
898	29.24432441
899	29.24431695
900	29.24431695
901	29.24431695
902	29.24419723
903	29.24419723
904	29.24419723
905	29.24410206
906	29.24342741
907	29.24339976
908	29.24339976
909	29.24337855
910	29.24337855
911	29.24337855
912	29.24336897
913	29.24336897
914	29.24328821
915	29.24256868
916	29.24252724
917	29.24252724
918	29.24252724
919	29.24244985
920	29.24244985
921	29.24171674
922	29.24170658
923	29.24170658
924	29.24170658
925	29.24170658
926	29.24170658
927	29.24170658
928	29.24166684
929	29.24098474
930	29.24094877
931	29.24091816
932	29.24084944
933	29.24084944
934	29.24051282
935	29.23977498
936	29.23977498
937	29.23975953
938	29.23971122
939	29.23959373
940	29.23959373
941	29.23959373
942	29.23956628
943	29.23892361
944	29.23892361
945	29.23892361
946	29.23892361
947	29.23892361
948	29.23892361
949	29.23892361
950	29.23884605
951	29.23818197
952	29.23783552
953	29.23783552
954	29.23780407
955	29.23780407
956	29.23772683
957	29.23740641
958	29.23740641
959	29.23740641
960	29.23707516
961	29.23707516
962	29.23702238
963	29.23702238
964	29.23692533
965	29.23692533
966	29.23690421
967	29.23622881
968	29.23620128
969	29.23552957
970	29.23552957
971	29.23548958
972	29.23548958
973	29.23506292
974	29.23504008
975	29.23497856
976	29.23497856
977	29.23463131
978	29.23453939
979	29.23447301
980	29.23447301
981	29.23439591
982	29.23437309
983	29.23437309
984	29.23437309
985	29.23431617
986	29.23428372
987	29.23364569
988	29.23361186
989	29.23293523
990	29.23293523
991	29.23290177
992	29.23290177
993	29.23220956
994	29.23185772
995	29.23185772
996	29.23178562
997	29.23146434
998	29.23142715
999	29.23137022
